post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound,engagement_score,hours_since_post,content_length_category,sentiment_category,num_topics,num_creator_connections,top_topic
p097,u197,"(18.1124,79.0193)","['u195', 'u199']","{'soap_making': 0.8, 'natural_cosmetics': 0.9}","{'image': 0.8, 'video': 0.7}","{'u195': 0.9, 'u199': 0.6}","{'natural_cosmetics': 0.9, 'soap_making': 0.8}","""Lavender honey soap making from scratch""",2025-05-24 15:20:00,143.0,29.0,19.0,33.2,"['soap', 'lavender', 'natural']",image,250.0,"(18.1124,79.0193)",0.85,0.02,0.13,0.82,258.0,932.1836836113889,medium,positive,3,2,soap
p098,u198,"(22.5726,88.3639)","['u196', 'u200']","{'clock_making': 0.9, 'horology': 0.8}","{'video': 0.9, 'image': 0.8}","{'u196': 0.7, 'u200': 0.8}","{'horology': 0.8, 'clock_making': 0.9}","""Handcrafted pendulum clock mechanism""",2025-05-23 14:10:00,112.0,26.0,17.0,41.5,"['clock', 'pendulum', 'mechanical']",video,390.0,"(22.5726,88.3639)",0.83,0.03,0.14,0.79,215.0,957.3503502780557,long,positive,3,2,clock
p099,u199,"(14.5203,75.7223)","['u197', 'u201']","{'geocaching': 0.8, 'treasure_hunting': 0.9}","{'image': 0.7, 'video': 0.8}","{'u197': 0.8, 'u201': 0.7}","{'treasure_hunting': 0.9, 'geocaching': 0.8}","""Hidden cache discovered in ancient temple""",2025-05-22 08:35:00,186.0,38.0,25.0,28.4,"['geocaching', 'temple', 'treasure']",image,210.0,"(14.5203,75.7223)",0.81,0.04,0.15,0.76,337.0,986.9336836113889,medium,positive,3,2,geocaching
p100,u200,"(25.5941,85.0996)","['u198', 'u202']","{'candle_making': 0.8, 'aromatherapy': 0.9}","{'image': 0.9, 'video': 0.7}","{'u198': 0.8, 'u202': 0.8}","{'aromatherapy': 0.9, 'candle_making': 0.8}","""Essential oil candles for stress relief""",2025-05-25 20:15:00,129.0,31.0,22.0,39.7,"['candle', 'aromatherapy', 'essential']",image,290.0,"(25.5941,85.0996)",0.88,0.02,0.1,0.85,257.0,903.2670169447223,medium,positive,3,2,candle
p101,u201,"(16.3067,80.4365)","['u199', 'u203']","{'butterfly_photography': 0.9, 'macro': 0.8}","{'image': 0.9, 'video': 0.6}","{'u199': 0.7, 'u203': 0.8}","{'macro': 0.8, 'butterfly_photography': 0.9}","""Monarch butterfly lifecycle documentation""",2025-05-24 07:50:00,234.0,47.0,31.0,24.9,"['butterfly', 'monarch', 'lifecycle']",image,180.0,"(16.3067,80.4365)",0.92,0.01,0.07,0.9,421.0,939.6836836113889,medium,positive,3,2,butterfly
p102,u202,"(29.3117,79.2400)","['u200', 'u204']","{'stone_carving': 0.9, 'sculpture': 0.8}","{'video': 0.8, 'image': 0.8}","{'u200': 0.9, 'u204': 0.6}","{'sculpture': 0.8, 'stone_carving': 0.9}","""Marble Ganesha carving traditional method""",2025-05-23 11:25:00,198.0,45.0,28.0,43.6,"['marble', 'ganesha', 'carving']",video,480.0,"(29.3117,79.2400)",0.84,0.03,0.13,0.8,372.0,960.1003502780557,long,positive,3,2,marble
p103,u203,"(12.3456,76.6298)","['u201', 'u205']","{'terrarium_making': 0.8, 'plants': 0.9}","{'image': 0.8, 'video': 0.7}","{'u201': 0.8, 'u205': 0.7}","{'plants': 0.9, 'terrarium_making': 0.8}","""Closed ecosystem terrarium setup guide""",2025-05-22 16:40:00,156.0,33.0,24.0,37.1,"['terrarium', 'ecosystem', 'plants']",image,320.0,"(12.3456,76.6298)",0.86,0.02,0.12,0.83,294.0,978.8503502780557,long,positive,3,2,terrarium
p104,u204,"(23.2599,77.4126)","['u202', 'u206']","{'calligraphy': 0.9, 'art': 0.8}","{'video': 0.7, 'image': 0.9}","{'u202': 0.7, 'u206': 0.8}","{'art': 0.8, 'calligraphy': 0.9}","""Devanagari script calligraphy masterclass""",2025-05-25 13:20:00,174.0,36.0,26.0,35.5,"['calligraphy', 'devanagari', 'art']",image,260.0,"(23.2599,77.4126)",0.87,0.02,0.11,0.84,324.0,910.1836836113889,medium,positive,3,2,calligraphy
p105,u205,"(20.0063,85.8343)","['u203', 'u207']","{'fishkeeping': 0.8, 'aquarium': 0.9}","{'video': 0.8, 'image': 0.8}","{'u203': 0.9, 'u207': 0.6}","{'aquarium': 0.9, 'fishkeeping': 0.8}","""Breeding discus fish in home aquarium""",2025-05-24 09:30:00,127.0,28.0,18.0,40.3,"['aquarium', 'discus', 'breeding']",video,370.0,"(20.0063,85.8343)",0.8,0.04,0.16,0.75,237.0,938.0170169447223,long,positive,3,2,aquarium
p106,u206,"(17.9869,79.5306)","['u204', 'u208']","{'woodturning': 0.9, 'lathe_work': 0.8}","{'video': 0.9, 'image': 0.7}","{'u204': 0.8, 'u208': 0.7}","{'lathe_work': 0.8, 'woodturning': 0.9}","""Turning teak wood salad bowl on lathe""",2025-05-23 10:15:00,141.0,32.0,21.0,38.9,"['woodturning', 'teak', 'lathe']",video,340.0,"(17.9869,79.5306)",0.82,0.03,0.15,0.78,268.0,961.2670169447223,long,positive,3,2,woodturning
p107,u207,"(26.9124,75.7873)","['u205', 'u209']","{'drone_racing': 0.9, 'fpv': 0.8}","{'video': 0.9, 'image': 0.6}","{'u205': 0.7, 'u209': 0.8}","{'fpv': 0.8, 'drone_racing': 0.9}","""FPV drone racing through forest course""",2025-05-22 18:45:00,267.0,54.0,42.0,19.7,"['drone', 'racing', 'fpv']",video,150.0,"(26.9124,75.7873)",0.91,0.02,0.07,0.88,501.0,976.7670169447223,medium,positive,3,2,drone
p108,u208,"(13.0878,77.5385)","['u206', 'u210']","{'herb_gardening': 0.8, 'medicinal_plants': 0.9}","{'image': 0.8, 'video': 0.7}","{'u206': 0.8, 'u210': 0.7}","{'medicinal_plants': 0.9, 'herb_gardening': 0.8}","""Ayurvedic herb garden in monsoon season""",2025-05-25 07:20:00,118.0,25.0,16.0,42.1,"['herbs', 'ayurveda', 'medicinal']",image,350.0,"(13.0878,77.5385)",0.79,0.04,0.17,0.74,216.0,916.1836836113889,long,positive,3,2,herbs
p109,u209,"(21.1702,79.0937)","['u207', 'u211']","{'skateboard_building': 0.9, 'woodworking': 0.8}","{'video': 0.8, 'image': 0.8}","{'u207': 0.9, 'u211': 0.6}","{'woodworking': 0.8, 'skateboard_building': 0.9}","""Custom longboard from bamboo and epoxy""",2025-05-24 16:55:00,192.0,41.0,29.0,31.8,"['skateboard', 'bamboo', 'custom']",video,280.0,"(21.1702,79.0937)",0.85,0.02,0.13,0.82,361.0,930.6003502780557,medium,positive,3,2,skateboard
p110,u210,"(28.7041,77.1025)","['u208', 'u212']","{'indoor_climbing': 0.8, 'bouldering': 0.9}","{'video': 0.9, 'image': 0.7}","{'u208': 0.7, 'u212': 0.8}","{'bouldering': 0.9, 'indoor_climbing': 0.8}","""V8 bouldering problem beta breakdown""",2025-05-23 19:30:00,203.0,46.0,33.0,26.4,"['climbing', 'bouldering', 'beta']",video,220.0,"(28.7041,77.1025)",0.88,0.02,0.1,0.85,394.0,952.0170169447223,medium,positive,3,2,climbing
p111,u211,"(15.3173,75.7139)","['u209', 'u213']","{'miniature_painting': 0.9, 'model_making': 0.8}","{'image': 0.9, 'video': 0.7}","{'u209': 0.8, 'u213': 0.7}","{'model_making': 0.8, 'miniature_painting': 0.9}","""Detailed 28mm fantasy miniature painting""",2025-05-22 12:05:00,134.0,27.0,19.0,44.7,"['miniature', 'painting', 'fantasy']",image,410.0,"(15.3173,75.7139)",0.83,0.03,0.14,0.79,245.0,983.4336836113889,long,positive,3,2,miniature
p112,u212,"(19.2183,72.9781)","['u210', 'u214']","{'coffee_roasting': 0.8, 'specialty_coffee': 0.9}","{'video': 0.7, 'image': 0.8}","{'u210': 0.8, 'u214': 0.8}","{'specialty_coffee': 0.9, 'coffee_roasting': 0.8}","""Single origin Ethiopian coffee roasting""",2025-05-25 11:40:00,187.0,39.0,26.0,34.2,"['coffee', 'roasting', 'ethiopian']",video,300.0,"(19.2183,72.9781)",0.86,0.02,0.12,0.83,343.0,911.8503502780557,medium,positive,3,2,coffee
p113,u213,"(24.8607,93.9053)","['u211', 'u215']","{'weaving': 0.9, 'textile': 0.8}","{'video': 0.8, 'image': 0.8}","{'u211': 0.9, 'u215': 0.6}","{'textile': 0.8, 'weaving': 0.9}","""Traditional Assamese silk weaving loom""",2025-05-24 14:15:00,96.0,21.0,14.0,46.3,"['weaving', 'silk', 'assamese']",video,450.0,"(24.8607,93.9053)",0.81,0.03,0.16,0.77,180.0,933.2670169447223,long,positive,3,2,weaving
p114,u214,"(11.9416,79.8083)","['u212', 'u216']","{'seed_saving': 0.8, 'heirloom_varieties': 0.9}","{'image': 0.7, 'video': 0.8}","{'u212': 0.7, 'u216': 0.8}","{'heirloom_varieties': 0.9, 'seed_saving': 0.8}","""Preserving ancient tomato varieties""",2025-05-23 08:50:00,109.0,24.0,17.0,40.8,"['seeds', 'heirloom', 'tomato']",image,330.0,"(11.9416,79.8083)",0.77,0.05,0.18,0.71,208.0,962.6836836113889,long,positive,3,2,seeds
p115,u215,"(22.9734,88.4634)","['u213', 'u217']","{'bird_watching': 0.8, 'ornithology': 0.9}","{'image': 0.8, 'audio': 0.8}","{'u213': 0.8, 'u217': 0.7}","{'ornithology': 0.9, 'bird_watching': 0.8}","""Rare kingfisher species spotted in wetlands""",2025-05-22 05:45:00,158.0,35.0,22.0,38.1,"['birds', 'kingfisher', 'wetlands']",image,270.0,"(22.9734,88.4634)",0.84,0.03,0.13,0.8,294.0,989.7670169447223,medium,positive,3,2,birds
p116,u216,"(26.4499,80.3319)","['u214', 'u218']","{'puppet_theater': 0.9, 'performance': 0.8}","{'video': 0.8, 'image': 0.7}","{'u214': 0.8, 'u218': 0.7}","{'performance': 0.8, 'puppet_theater': 0.9}","""Rajasthani kathputli puppet show""",2025-05-25 17:25:00,172.0,37.0,24.0,32.6,"['puppet', 'kathputli', 'rajasthani']",video,310.0,"(26.4499,80.3319)",0.89,0.02,0.09,0.86,318.0,906.1003502780557,long,positive,3,2,puppet
p117,u217,"(17.4065,78.4772)","['u215', 'u219']","{'urban_sketching': 0.8, 'architecture': 0.9}","{'image': 0.9, 'video': 0.6}","{'u215': 0.7, 'u219': 0.8}","{'architecture': 0.8, 'urban_sketching': 0.9}","""Charminar architectural sketch study""",2025-05-24 12:30:00,145.0,30.0,20.0,36.4,"['sketch', 'charminar', 'architecture']",image,240.0,"(17.4065,78.4772)",0.85,0.02,0.13,0.82,265.0,935.0170169447223,medium,positive,3,2,sketch
p118,u218,"(30.3165,78.0322)","['u216', 'u220']","{'mountain_biking': 0.9, 'trails': 0.8}","{'video': 0.9, 'image': 0.7}","{'u216': 0.9, 'u220': 0.6}","{'trails': 0.8, 'mountain_biking': 0.9}","""Himalayan single track descent footage""",2025-05-23 15:40:00,289.0,58.0,45.0,21.5,"['mountain', 'biking', 'himalayan']",video,170.0,"(30.3165,78.0322)",0.93,0.01,0.06,0.91,540.0,955.8503502780557,medium,positive,3,2,mountain
p119,u219,"(14.6833,77.2167)","['u217', 'u221']","{'pottery_glazing': 0.8, 'ceramics': 0.9}","{'video': 0.7, 'image': 0.8}","{'u217': 0.8, 'u221': 0.7}","{'ceramics': 0.9, 'pottery_glazing': 0.8}","""Raku firing technique demonstration""",2025-05-22 13:50:00,123.0,26.0,18.0,41.2,"['pottery', 'raku', 'ceramics']",video,380.0,"(14.6833,77.2167)",0.8,0.04,0.16,0.75,229.0,981.6836836113889,long,positive,3,2,pottery
p120,u220,"(25.1311,85.8400)","['u218', 'u222']","{'insect_photography': 0.9, 'macro': 0.8}","{'image': 0.9, 'video': 0.6}","{'u218': 0.8, 'u222': 0.7}","{'macro': 0.8, 'insect_photography': 0.9}","""Praying mantis hunting sequence macro""",2025-05-25 06:10:00,211.0,44.0,32.0,27.3,"['insect', 'mantis', 'macro']",image,190.0,"(25.1311,85.8400)",0.87,0.03,0.1,0.84,395.0,917.3503502780557,medium,positive,3,2,insect
p121,u221,"(18.9200,75.7600)","['u219', 'u223']","{'cheese_making': 0.8, 'dairy': 0.9}","{'video': 0.8, 'image': 0.7}","{'u219': 0.9, 'u223': 0.6}","{'dairy': 0.9, 'cheese_making': 0.8}","""Homemade paneer from buffalo milk""",2025-05-24 10:25:00,164.0,33.0,24.0,35.7,"['cheese', 'paneer', 'buffalo']",video,320.0,"(18.9200,75.7600)",0.82,0.03,0.15,0.78,302.0,937.1003502780557,long,positive,3,2,cheese
p122,u222,"(23.8315,91.2868)","['u220', 'u224']","{'bamboo_craft': 0.9, 'sustainable': 0.8}","{'video': 0.7, 'image': 0.8}","{'u220': 0.7, 'u224': 0.8}","{'sustainable': 0.8, 'bamboo_craft': 0.9}","""Eco-friendly bamboo bicycle construction""",2025-05-23 09:35:00,138.0,29.0,21.0,43.4,"['bamboo', 'bicycle', 'sustainable']",video,420.0,"(23.8315,91.2868)",0.86,0.02,0.12,0.83,259.0,961.9336836113889,long,positive,3,2,bamboo
p123,u223,"(16.5062,80.6480)","['u221', 'u225']","{'star_gazing': 0.8, 'astronomy': 0.9}","{'image': 0.8, 'video': 0.7}","{'u221': 0.8, 'u225': 0.7}","{'astronomy': 0.9, 'star_gazing': 0.8}","""Jupiter and moons through telescope""",2025-05-22 23:15:00,195.0,41.0,28.0,39.6,"['jupiter', 'telescope', 'astronomy']",image,280.0,"(16.5062,80.6480)",0.88,0.02,0.1,0.85,361.0,972.2670169447223,medium,positive,3,2,jupiter
p124,u224,"(29.9457,76.8380)","['u222', 'u226']","{'fire_building': 0.8, 'bushcraft': 0.9}","{'video': 0.8, 'image': 0.7}","{'u222': 0.8, 'u226': 0.7}","{'bushcraft': 0.9, 'fire_building': 0.8}","""Friction fire bow drill demonstration""",2025-05-25 19:05:00,176.0,38.0,26.0,29.8,"['fire', 'bushcraft', 'friction']",video,250.0,"(29.9457,76.8380)",0.83,0.04,0.13,0.78,330.0,904.4336836113889,medium,positive,3,2,fire
p125,u225,"(12.8406,74.8406)","['u223', 'u227']","{'shell_collecting': 0.7, 'marine_biology': 0.9}","{'image': 0.8, 'video': 0.6}","{'u223': 0.7, 'u225': 0.8}","{'marine_biology': 0.8, 'shell_collecting': 0.9}","""Rare conch shells from Arabian Sea""",2025-05-24 08:40:00,147.0,32.0,19.0,37.9,"['shells', 'conch', 'arabian']",image,290.0,"(12.8406,74.8406)",0.81,0.04,0.15,0.76,268.0,938.8503502780557,medium,positive,3,2,shells
p096,u196,"(18.5204,73.8567)","['u194', 'u198']","{'origami': 0.9, 'paper_art': 0.8}","{'video': 0.8, 'image': 0.9}","{'u194': 0.8, 'u198': 0.7}","{'origami': 0.9, 'paper_art': 0.8}","""Complex dragon origami step-by-step""",2025-05-25 10:45:00,267.0,48.0,36.0,45.2,"['origami', 'dragon', 'paper']",video,520.0,"(18.5204,73.8567)",0.88,0.02,0.1,0.85,471.0,912.7670169447223,long,positive,3,2,origami
p097,u197,"(22.3072,73.1812)","['u195', 'u199']","{'soap_making': 0.8, 'natural_products': 0.9}","{'image': 0.8, 'video': 0.7}","{'u195': 0.9, 'u199': 0.6}","{'natural_products': 0.9, 'soap_making': 0.8}","""Cold process lavender soap tutorial""",2025-05-24 15:20:00,143.0,32.0,24.0,39.8,"['soap', 'lavender', 'natural']",image,310.0,"(22.3072,73.1812)",0.84,0.02,0.14,0.81,279.0,932.1836836113889,long,positive,3,2,soap
p098,u198,"(13.0827,80.2707)","['u196', 'u200']","{'woodturning': 0.9, 'carpentry': 0.8}","{'video': 0.9, 'image': 0.7}","{'u196': 0.7, 'u200': 0.8}","{'woodturning': 0.9, 'carpentry': 0.7}","""Turning teak wood salad bowl on lathe""",2025-05-23 14:35:00,178.0,41.0,28.0,41.6,"['woodturning', 'teak', 'bowl']",video,380.0,"(13.0827,80.2707)",0.8,0.03,0.17,0.76,344.0,956.9336836113889,long,positive,3,2,woodturning
p099,u199,"(30.7333,76.7794)","['u197', 'u201']","{'candle_making': 0.8, 'aromatherapy': 0.9}","{'image': 0.8, 'video': 0.8}","{'u197': 0.8, 'u201': 0.7}","{'aromatherapy': 0.9, 'candle_making': 0.8}","""Soy wax candles with essential oils""",2025-05-22 11:10:00,156.0,29.0,22.0,33.4,"['candle', 'soy', 'aromatherapy']",image,270.0,"(30.7333,76.7794)",0.86,0.02,0.12,0.83,280.0,984.3503502780557,medium,positive,3,2,candle
p100,u200,"(15.2993,74.1240)","['u198', 'u202']","{'bird_watching': 0.9, 'ornithology': 0.8}","{'image': 0.9, 'audio': 0.7}","{'u198': 0.8, 'u202': 0.7}","{'ornithology': 0.8, 'bird_watching': 0.9}","""Rare Malabar trogon spotted in forest""",2025-05-25 06:15:00,234.0,52.0,41.0,28.9,"['birds', 'malabar', 'trogon']",image,200.0,"(15.2993,74.1240)",0.91,0.01,0.08,0.89,461.0,917.2670169447223,medium,positive,3,2,birds
p101,u201,"(26.2389,73.0243)","['u199', 'u203']","{'cheese_making': 0.9, 'dairy': 0.8}","{'video': 0.8, 'image': 0.7}","{'u199': 0.9, 'u203': 0.6}","{'dairy': 0.8, 'cheese_making': 0.9}","""Homemade paneer from buffalo milk""",2025-05-24 09:25:00,127.0,31.0,19.0,37.1,"['cheese', 'paneer', 'buffalo']",video,340.0,"(26.2389,73.0243)",0.82,0.03,0.15,0.78,246.0,938.1003502780557,long,positive,3,2,cheese
p102,u202,"(17.3850,78.4867)","['u200', 'u204']","{'stone_carving': 0.8, 'sculpture': 0.9}","{'video': 0.7, 'image': 0.8}","{'u200': 0.7, 'u204': 0.8}","{'sculpture': 0.9, 'stone_carving': 0.8}","""Marble Ganesha sculpture progress""",2025-05-23 16:40:00,189.0,44.0,32.0,42.7,"['marble', 'ganesha', 'sculpture']",image,290.0,"(17.3850,78.4867)",0.87,0.02,0.11,0.84,373.0,954.8503502780557,medium,positive,3,2,marble
p103,u203,"(23.8103,86.4428)","['u201', 'u205']","{'bookbinding': 0.9, 'crafts': 0.8}","{'video': 0.8, 'image': 0.8}","{'u201': 0.8, 'u205': 0.7}","{'crafts': 0.8, 'bookbinding': 0.9}","""Hand-stitched leather journal binding""",2025-05-22 13:55:00,98.0,22.0,15.0,48.3,"['bookbinding', 'leather', 'journal']",video,450.0,"(23.8103,86.4428)",0.79,0.03,0.18,0.75,187.0,981.6003502780557,long,positive,3,2,bookbinding
p104,u204,"(19.9975,73.7898)","['u202', 'u206']","{'metal_art': 0.8, 'welding': 0.9}","{'video': 0.9, 'image': 0.7}","{'u202': 0.8, 'u206': 0.8}","{'welding': 0.9, 'metal_art': 0.8}","""Abstract steel sculpture welding demo""",2025-05-25 17:20:00,212.0,38.0,29.0,35.6,"['welding', 'steel', 'abstract']",video,320.0,"(19.9975,73.7898)",0.83,0.03,0.14,0.79,375.0,906.1836836113889,long,positive,3,2,welding
p105,u205,"(12.2958,76.6394)","['u203', 'u207']","{'herb_gardening': 0.9, 'medicinal_plants': 0.8}","{'image': 0.8, 'video': 0.7}","{'u203': 0.9, 'u207': 0.6}","{'medicinal_plants': 0.8, 'herb_gardening': 0.9}","""Growing holy basil for ayurvedic use""",2025-05-24 07:30:00,134.0,26.0,21.0,40.2,"['herbs', 'basil', 'ayurveda']",image,280.0,"(12.2958,76.6394)",0.85,0.02,0.13,0.82,249.0,940.0170169447223,medium,positive,3,2,herbs
p106,u206,"(29.0588,76.0856)","['u204', 'u208']","{'clock_making': 0.8, 'timepieces': 0.9}","{'video': 0.8, 'image': 0.8}","{'u204': 0.7, 'u208': 0.8}","{'timepieces': 0.9, 'clock_making': 0.8}","""Mechanical pendulum clock assembly""",2025-05-23 12:45:00,167.0,35.0,26.0,46.1,"['clock', 'mechanical', 'pendulum']",video,410.0,"(29.0588,76.0856)",0.81,0.03,0.16,0.77,315.0,958.7670169447223,long,positive,3,2,clock
p107,u207,"(16.7050,74.2433)","['u205', 'u209']","{'terrarium_making': 0.9, 'miniature_gardens': 0.8}","{'image': 0.9, 'video': 0.6}","{'u205': 0.8, 'u209': 0.7}","{'miniature_gardens': 0.8, 'terrarium_making': 0.9}","""Closed ecosystem terrarium tutorial""",2025-05-22 10:15:00,145.0,33.0,23.0,31.8,"['terrarium', 'ecosystem', 'miniature']",image,250.0,"(16.7050,74.2433)",0.88,0.01,0.11,0.86,280.0,985.2670169447223,medium,positive,3,2,terrarium
p108,u208,"(21.9466,75.9063)","['u206', 'u210']","{'silk_painting': 0.8, 'textile_art': 0.9}","{'image': 0.8, 'video': 0.7}","{'u206': 0.9, 'u210': 0.6}","{'textile_art': 0.9, 'silk_painting': 0.8}","""Traditional silk scarf painting technique""",2025-05-25 13:25:00,198.0,42.0,34.0,26.7,"['silk', 'painting', 'scarf']",image,210.0,"(21.9466,75.9063)",0.89,0.02,0.09,0.87,384.0,910.1003502780557,medium,positive,3,2,silk
p109,u209,"(14.9101,78.0428)","['u207', 'u211']","{'insect_photography': 0.9, 'macro': 0.8}","{'image': 0.9, 'video': 0.6}","{'u207': 0.7, 'u211': 0.8}","{'macro': 0.8, 'insect_photography': 0.9}","""Extreme macro of butterfly wing scales""",2025-05-24 16:50:00,223.0,47.0,38.0,22.4,"['macro', 'butterfly', 'photography']",image,180.0,"(14.9101,78.0428)",0.92,0.01,0.07,0.9,431.0,930.6836836113889,medium,positive,3,2,macro
p110,u210,"(25.3176,82.9739)","['u208', 'u212']","{'breadmaking': 0.8, 'baking': 0.9}","{'video': 0.7, 'image': 0.8}","{'u208': 0.8, 'u212': 0.7}","{'baking': 0.9, 'breadmaking': 0.8}","""Sourdough bread from scratch process""",2025-05-23 08:20:00,176.0,39.0,27.0,44.5,"['sourdough', 'bread', 'baking']",video,480.0,"(25.3176,82.9739)",0.84,0.02,0.14,0.81,335.0,963.1836836113889,long,positive,3,2,sourdough
p111,u211,"(20.7081,78.1074)","['u209', 'u213']","{'paper_making': 0.9, 'recycling': 0.8}","{'video': 0.8, 'image': 0.7}","{'u209': 0.8, 'u213': 0.7}","{'recycling': 0.8, 'paper_making': 0.9}","""Handmade paper from old newspapers""",2025-05-22 14:40:00,89.0,21.0,14.0,38.9,"['paper', 'recycling', 'handmade']",video,360.0,"(20.7081,78.1074)",0.78,0.04,0.18,0.73,173.0,980.8503502780557,long,positive,3,2,paper
p112,u212,"(28.4595,77.0266)","['u210', 'u214']","{'drumming': 0.8, 'percussion': 0.9}","{'audio': 0.9, 'video': 0.8}","{'u210': 0.7, 'u214': 0.8}","{'percussion': 0.9, 'drumming': 0.8}","""Traditional tabla rhythms tutorial""",2025-05-25 20:10:00,156.0,34.0,25.0,41.3,"['tabla', 'rhythm', 'traditional']",audio,420.0,"(28.4595,77.0266)",0.86,0.02,0.12,0.83,299.0,903.3503502780557,long,positive,3,2,tabla
p113,u213,"(13.3409,74.7421)","['u211', 'u215']","{'rope_climbing': 0.9, 'fitness': 0.8}","{'video': 0.9, 'image': 0.6}","{'u211': 0.9, 'u215': 0.6}","{'fitness': 0.8, 'rope_climbing': 0.9}","""Natural rope climbing technique guide""",2025-05-24 18:30:00,201.0,45.0,33.0,27.8,"['rope', 'climbing', 'fitness']",video,240.0,"(13.3409,74.7421)",0.87,0.02,0.11,0.84,390.0,929.0170169447223,medium,positive,3,2,rope
p114,u214,"(24.6208,73.9024)","['u212', 'u216']","{'miniature_painting': 0.8, 'art': 0.9}","{'image': 0.8, 'video': 0.7}","{'u212': 0.8, 'u216': 0.7}","{'art': 0.9, 'miniature_painting': 0.8}","""Mughal style miniature painting demo""",2025-05-23 15:05:00,134.0,28.0,20.0,49.1,"['miniature', 'mughal', 'painting']",image,330.0,"(24.6208,73.9024)",0.83,0.03,0.14,0.79,250.0,956.4336836113889,long,positive,3,2,miniature
p115,u215,"(11.0168,76.9558)","['u213', 'u217']","{'spice_grinding': 0.9, 'cooking': 0.8}","{'video': 0.7, 'image': 0.8}","{'u213': 0.7, 'u217': 0.8}","{'cooking': 0.8, 'spice_grinding': 0.9}","""Traditional stone grinder spice prep""",2025-05-22 09:45:00,112.0,24.0,17.0,36.2,"['spice', 'grinding', 'traditional']",video,300.0,"(11.0168,76.9558)",0.81,0.03,0.16,0.77,211.0,985.7670169447223,medium,positive,3,2,spice
p116,u216,"(17.6868,83.2185)","['u214', 'u218']","{'lamp_making': 0.8, 'lighting': 0.9}","{'video': 0.8, 'image': 0.8}","{'u214': 0.8, 'u218': 0.7}","{'lighting': 0.9, 'lamp_making': 0.8}","""Bamboo table lamp construction guide""",2025-05-25 11:55:00,167.0,37.0,28.0,43.7,"['lamp', 'bamboo', 'lighting']",video,390.0,"(17.6868,83.2185)",0.85,0.02,0.13,0.82,325.0,911.6003502780557,long,positive,3,2,lamp
p117,u217,"(26.8523,80.9322)","['u215', 'u219']","{'shell_art': 0.9, 'beach_crafts': 0.8}","{'image': 0.9, 'video': 0.6}","{'u215': 0.8, 'u219': 0.7}","{'beach_crafts': 0.8, 'shell_art': 0.9}","""Seashell mosaic picture frame""",2025-05-24 12:20:00,143.0,31.0,24.0,29.5,"['shell', 'mosaic', 'frame']",image,220.0,"(26.8523,80.9322)",0.88,0.01,0.11,0.86,277.0,935.1836836113889,medium,positive,3,2,shell
p118,u218,"(15.4909,73.8278)","['u216', 'u220']","{'wind_chimes': 0.8, 'sound_art': 0.9}","{'audio': 0.8, 'video': 0.7}","{'u216': 0.7, 'u220': 0.8}","{'sound_art': 0.9, 'wind_chimes': 0.8}","""Bamboo wind chimes with perfect pitch""",2025-05-23 17:15:00,89.0,19.0,12.0,52.3,"['windchimes', 'bamboo', 'sound']",audio,460.0,"(15.4909,73.8278)",0.82,0.03,0.15,0.78,163.0,954.2670169447223,long,positive,3,2,windchimes
p119,u219,"(23.0225,72.5714)","['u217', 'u221']","{'mosaic_art': 0.9, 'tiles': 0.8}","{'image': 0.8, 'video': 0.7}","{'u217': 0.9, 'u221': 0.6}","{'tiles': 0.8, 'mosaic_art': 0.9}","""Byzantine inspired tile mosaic table""",2025-05-22 16:30:00,178.0,41.0,29.0,40.8,"['mosaic', 'byzantine', 'table']",image,350.0,"(23.0225,72.5714)",0.84,0.02,0.14,0.81,347.0,979.0170169447223,long,positive,3,2,mosaic
p120,u220,"(19.0760,72.8777)","['u218', 'u222']","{'calligraphy': 0.8, 'lettering': 0.9}","{'image': 0.8, 'video': 0.7}","{'u218': 0.8, 'u222': 0.7}","{'lettering': 0.9, 'calligraphy': 0.8}","""Sanskrit calligraphy meditation quotes""",2025-05-25 07:45:00,156.0,33.0,26.0,47.2,"['calligraphy', 'sanskrit', 'meditation']",image,320.0,"(19.0760,72.8777)",0.89,0.01,0.1,0.87,300.0,915.7670169447223,long,positive,3,2,calligraphy
p121,u221,"(12.9716,77.5946)","['u219', 'u223']","{'doll_making': 0.9, 'toys': 0.8}","{'video': 0.7, 'image': 0.8}","{'u219': 0.8, 'u223': 0.7}","{'toys': 0.8, 'doll_making': 0.9}","""Traditional Indian cloth doll tutorial""",2025-05-24 10:35:00,123.0,27.0,19.0,38.6,"['doll', 'cloth', 'traditional']",video,370.0,"(12.9716,77.5946)",0.86,0.02,0.12,0.83,234.0,936.9336836113889,long,positive,3,2,doll
p122,u222,"(21.7679,78.8718)","['u220', 'u224']","{'perfume_making': 0.8, 'fragrances': 0.9}","{'video': 0.7, 'image': 0.8}","{'u220': 0.9, 'u224': 0.6}","{'fragrances': 0.9, 'perfume_making': 0.8}","""Natural jasmine perfume extraction""",2025-05-23 19:20:00,198.0,44.0,35.0,34.1,"['perfume', 'jasmine', 'natural']",video,280.0,"(21.7679,78.8718)",0.87,0.02,0.11,0.84,391.0,952.1836836113889,medium,positive,3,2,perfume
