post_id,creator_id,creator_location,creator_connections,creator_topic_interests,creator_format_preferences,creator_creator_preferences,creator_expertise_levels,content,timestamp,likes,comments,shares,avg_time_spent,topics,content_format,content_length,location,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_compound
p125,u225,"(11.2588,75.7804)","['u223', 'u227']","{'embroidery': 0.9, 'needlework': 0.8}","{'image': 0.8, 'video': 0.7}","{'u223': 0.8, 'u227': 0.9}","{'needlework': 0.8, 'embroidery': 0.9}","""Intricate peacock feather embroidery""",5/24/2025 14:15,189.0,43.0,31.0,36.8,"['embroidery', 'peacock', 'needlework']",image,270.0,"(11.2588,75.7804)",0.88,0.01,0.11,0.86
p096,u196,"(27.1767,78.0081)","['u194', 'u198']","{'soap_making': 0.9, 'natural_skincare': 0.8}","{'video': 0.8, 'image': 0.8}","{'u194': 0.8, 'u198': 0.7}","{'soap_making': 0.9, 'natural_skincare': 0.8}","""Cold process lavender goat milk soap""",5/23/2025 10:15,112.0,24.0,16.0,33.4,"['soap', 'lavender', 'natural']",video,310.0,"(27.1767,78.0081)",0.85,0.02,0.13,0.82
p097,u197,"(18.9388,72.8354)","['u195', 'u199']","{'origami': 0.8, 'paper_art': 0.9}","{'image': 0.9, 'video': 0.7}","{'u195': 0.9, 'u199': 0.6}","{'paper_art': 0.9, 'origami': 0.8}","""Complex dragon origami time-lapse""",5/22/2025 15:45,176.0,38.0,28.0,26.7,"['origami', 'dragon', 'paper']",image,200.0,"(18.9388,72.8354)",0.88,0.01,0.11,0.86
p098,u198,"(22.7196,75.8577)","['u196', 'u200']","{'cheese_making': 0.9, 'dairy': 0.8}","{'video': 0.8, 'image': 0.7}","{'u196': 0.7, 'u200': 0.8}","{'cheese_making': 0.9, 'dairy': 0.8}","""Homemade paneer and ricotta workshop""",5/25/2025 11:20,89.0,21.0,12.0,39.5,"['cheese', 'paneer', 'homemade']",video,360.0,"(22.7196,75.8577)",0.79,0.04,0.17,0.74
p099,u199,"(16.3067,80.4365)","['u197', 'u201']","{'butterfly_photography': 0.9, 'macro': 0.8}","{'image': 0.9, 'video': 0.6}","{'u197': 0.8, 'u201': 0.7}","{'macro': 0.8, 'butterfly_photography': 0.9}","""Monsoon butterfly macro collection""",5/24/2025 7:30,203.0,47.0,34.0,28.9,"['butterfly', 'macro', 'monsoon']",image,170.0,"(16.3067,80.4365)",0.92,0.01,0.07,0.9
p100,u200,"(25.4358,78.5683)","['u198', 'u202']","{'woodcarving': 0.8, 'sculpture': 0.9}","{'video': 0.8, 'image': 0.8}","{'u198': 0.9, 'u202': 0.6}","{'sculpture': 0.8, 'woodcarving': 0.9}","""Intricate sandalwood Ganesha carving""",5/23/2025 14:10,145.0,32.0,23.0,41.2,"['woodcarving', 'ganesha', 'sandalwood']",video,390.0,"(25.4358,78.5683)",0.86,0.02,0.12,0.83
p101,u201,"(13.6288,79.4192)","['u199', 'u203']","{'tide_pooling': 0.8, 'marine_biology': 0.9}","{'image': 0.8, 'video': 0.7}","{'u199': 0.7, 'u203': 0.8}","{'marine_biology': 0.9, 'tide_pooling': 0.8}","""Low tide reveals hidden sea creatures""",5/22/2025 5:45,127.0,29.0,19.0,35.8,"['tide', 'marine', 'biology']",image,240.0,"(13.6288,79.4192)",0.83,0.03,0.14,0.79
p102,u202,"(29.9457,77.6238)","['u200', 'u204']","{'beekeeping': 0.9, 'honey': 0.8}","{'video': 0.8, 'image': 0.8}","{'u200': 0.8, 'u204': 0.7}","{'beekeeping': 0.9, 'honey': 0.8}","""First honey harvest of the season""",5/25/2025 16:50,164.0,36.0,25.0,34.6,"['beekeeping', 'honey', 'harvest']",video,320.0,"(29.9457,77.6238)",0.87,0.02,0.11,0.84
p103,u203,"(20.2961,85.8245)","['u201', 'u205']","{'embroidery': 0.8, 'textile_art': 0.9}","{'image': 0.9, 'video': 0.6}","{'u201': 0.9, 'u205': 0.7}","{'textile_art': 0.9, 'embroidery': 0.8}","""Traditional Kantha stitch technique""",5/24/2025 12:35,98.0,22.0,15.0,43.7,"['embroidery', 'kantha', 'traditional']",image,280.0,"(20.2961,85.8245)",0.81,0.02,0.17,0.78
p104,u204,"(14.5203,75.7223)","['u202', 'u206']","{'shell_collecting': 0.9, 'marine': 0.7}","{'image': 0.8, 'video': 0.7}","{'u202': 0.7, 'u206': 0.8}","{'shell_collecting': 0.9, 'marine': 0.7}","""Rare conch shells found on secluded beach""",5/23/2025 8:20,76.0,18.0,11.0,31.9,"['shells', 'conch', 'beach']",image,220.0,"(14.5203,75.7223)",0.78,0.04,0.18,0.73
p105,u205,"(28.7041,77.1025)","['u203', 'u207']","{'urban_sketching': 0.8, 'art': 0.9}","{'image': 0.9, 'video': 0.6}","{'u203': 0.8, 'u207': 0.7}","{'art': 0.9, 'urban_sketching': 0.8}","""Morning sketches at Connaught Place""",5/22/2025 9:15,134.0,28.0,20.0,27.3,"['sketch', 'urban', 'art']",image,190.0,"(28.7041,77.1025)",0.84,0.02,0.14,0.81
p106,u206,"(17.0005,81.8040)","['u204', 'u208']","{'bamboo_crafts': 0.9, 'sustainable': 0.8}","{'video': 0.7, 'image': 0.8}","{'u204': 0.8, 'u208': 0.7}","{'bamboo_crafts': 0.9, 'sustainable': 0.8}","""Eco-friendly bamboo phone case tutorial""",5/25/2025 13:40,103.0,25.0,17.0,38.1,"['bamboo', 'eco', 'sustainable']",video,350.0,"(17.0005,81.8040)",0.82,0.03,0.15,0.78
p107,u207,"(24.8796,79.9197)","['u205', 'u209']","{'bird_watching': 0.8, 'ornithology': 0.9}","{'image': 0.8, 'audio': 0.8}","{'u205': 0.9, 'u209': 0.6}","{'ornithology': 0.9, 'bird_watching': 0.8}","""Dawn chorus: 20 species identified""",5/24/2025 5:30,156.0,34.0,26.0,46.2,"['birds', 'ornithology', 'dawn']",audio,520.0,"(24.8796,79.9197)",0.89,0.01,0.1,0.87
p108,u208,"(19.4326,72.8228)","['u206', 'u210']","{'glass_etching': 0.9, 'art': 0.8}","{'image': 0.8, 'video': 0.8}","{'u206': 0.7, 'u210': 0.8}","{'glass_etching': 0.9, 'art': 0.8}","""Acid etching mandala on wine glass""",5/23/2025 17:25,121.0,27.0,18.0,32.4,"['glass', 'etching', 'mandala']",image,250.0,"(19.4326,72.8228)",0.85,0.02,0.13,0.82
p109,u209,"(26.4499,80.3319)","['u207', 'u211']","{'moth_identification': 0.8, 'entomology': 0.9}","{'image': 0.9, 'text': 0.7}","{'u207': 0.8, 'u211': 0.7}","{'entomology': 0.9, 'moth_identification': 0.8}","""Night moth survey: 15 species catalogued""",5/22/2025 23:10,67.0,19.0,8.0,44.8,"['moth', 'entomology', 'night']",image,380.0,"(26.4499,80.3319)",0.76,0.05,0.19,0.7
p110,u210,"(12.9141,74.8560)","['u208', 'u212']","{'spice_grinding': 0.9, 'culinary': 0.8}","{'video': 0.8, 'image': 0.7}","{'u208': 0.8, 'u212': 0.7}","{'spice_grinding': 0.9, 'culinary': 0.8}","""Traditional stone grinder masala prep""",5/25/2025 10:50,142.0,31.0,22.0,36.9,"['spice', 'grinding', 'traditional']",video,290.0,"(12.9141,74.8560)",0.8,0.03,0.17,0.76
p111,u211,"(21.1702,79.0383)","['u209', 'u213']","{'stone_carving': 0.8, 'sculpture': 0.9}","{'video': 0.8, 'image': 0.8}","{'u209': 0.7, 'u213': 0.8}","{'sculpture': 0.9, 'stone_carving': 0.8}","""Granite elephant sculpture progress""",5/24/2025 15:20,187.0,42.0,31.0,40.3,"['stone', 'carving', 'elephant']",video,420.0,"(21.1702,79.0383)",0.83,0.03,0.14,0.79
p112,u212,"(15.3173,75.7139)","['u210', 'u214']","{'terrarium_making': 0.9, 'plants': 0.8}","{'image': 0.8, 'video': 0.7}","{'u210': 0.9, 'u214': 0.6}","{'terrarium_making': 0.9, 'plants': 0.8}","""Closed ecosystem terrarium setup guide""",5/23/2025 11:40,95.0,23.0,14.0,37.6,"['terrarium', 'ecosystem', 'plants']",image,270.0,"(15.3173,75.7139)",0.81,0.03,0.16,0.77
p113,u213,"(23.5959,87.2497)","['u211', 'u215']","{'weaving': 0.8, 'handloom': 0.9}","{'video': 0.7, 'image': 0.8}","{'u211': 0.8, 'u215': 0.7}","{'handloom': 0.9, 'weaving': 0.8}","""Silk saree weaving on traditional loom""",5/22/2025 14:00,168.0,39.0,27.0,45.1,"['weaving', 'silk', 'handloom']",video,480.0,"(23.5959,87.2497)",0.86,0.02,0.12,0.83
p114,u214,"(18.1096,83.3777)","['u212', 'u216']","{'sea_glass_hunting': 0.9, 'beach_combing': 0.8}","{'image': 0.8, 'video': 0.7}","{'u212': 0.7, 'u216': 0.8}","{'sea_glass_hunting': 0.9, 'beach_combing': 0.8}","""Colorful sea glass collection after storm""",5/25/2025 7:45,129.0,26.0,19.0,29.4,"['sea_glass', 'beach', 'collection']",image,210.0,"(18.1096,83.3777)",0.88,0.01,0.11,0.86
p115,u215,"(27.5906,76.6417)","['u213', 'u217']","{'mandala_art': 0.8, 'meditation': 0.9}","{'image': 0.9, 'video': 0.6}","{'u213': 0.9, 'u215': 0.7}","{'mandala_art': 0.8, 'meditation': 0.9}","""Sacred geometry mandala meditation""",5/24/2025 18:15,178.0,41.0,29.0,35.7,"['mandala', 'sacred', 'geometry']",image,230.0,"(27.5906,76.6417)",0.91,0.01,0.08,0.89
p116,u216,"(11.9416,79.8083)","['u214', 'u218']","{'sand_casting': 0.9, 'metalwork': 0.8}","{'video': 0.8, 'image': 0.7}","{'u214': 0.8, 'u218': 0.7}","{'sand_casting': 0.9, 'metalwork': 0.8}","""Bronze casting using green sand method""",5/23/2025 16:30,104.0,24.0,16.0,42.9,"['casting', 'bronze', 'sand']",video,410.0,"(11.9416,79.8083)",0.79,0.04,0.17,0.74
p117,u217,"(20.9374,77.7523)","['u215', 'u219']","{'pressed_flower_art': 0.8, 'botany': 0.9}","{'image': 0.9, 'video': 0.6}","{'u215': 0.8, 'u219': 0.7}","{'botany': 0.9, 'pressed_flower_art': 0.8}","""Victorian pressed flower bookmark collection""",5/22/2025 12:25,146.0,33.0,24.0,31.8,"['pressed_flowers', 'botany', 'victorian']",image,260.0,"(20.9374,77.7523)",0.87,0.02,0.11,0.84
p118,u218,"(16.5062,81.2090)","['u216', 'u220']","{'candle_making': 0.9, 'aromatherapy': 0.8}","{'video': 0.8, 'image': 0.7}","{'u216': 0.7, 'u220': 0.8}","{'candle_making': 0.9, 'aromatherapy': 0.8}","""Soy wax candles with essential oils""",5/25/2025 14:05,117.0,25.0,18.0,33.2,"['candles', 'soy_wax', 'aromatherapy']",video,300.0,"(16.5062,81.2090)",0.84,0.02,0.14,0.81
p119,u219,"(24.2048,77.4129)","['u217', 'u221']","{'fossil_preparation': 0.8, 'paleontology': 0.9}","{'video': 0.7, 'image': 0.8}","{'u217': 0.9, 'u219': 0.6}","{'paleontology': 0.9, 'fossil_preparation': 0.8}","""Cleaning ammonite fossil with precision""",5/24/2025 10:40,83.0,20.0,12.0,48.1,"['fossil', 'ammonite', 'paleontology']",video,450.0,"(24.2048,77.4129)",0.77,0.05,0.18,0.71
p120,u220,"(13.0843,80.2809)","['u218', 'u222']","{'silver_smithing': 0.9, 'jewelry': 0.8}","{'video': 0.8, 'image': 0.8}","{'u218': 0.8, 'u222': 0.7}","{'silver_smithing': 0.9, 'jewelry': 0.8}","""Hand-forged silver temple jewelry""",5/23/2025 13:55,152.0,35.0,26.0,39.8,"['silver', 'jewelry', 'temple']",video,370.0,"(13.0843,80.2809)",0.85,0.02,0.13,0.82
p121,u221,"(22.3293,87.3248)","['u219', 'u223']","{'jute_weaving': 0.8, 'eco_crafts': 0.9}","{'image': 0.8, 'video': 0.7}","{'u219': 0.7, 'u223': 0.8}","{'eco_crafts': 0.9, 'jute_weaving': 0.8}","""Sustainable jute shopping bag creation""",5/22/2025 11:50,91.0,22.0,15.0,36.4,"['jute', 'eco', 'sustainable']",image,280.0,"(22.3293,87.3248)",0.82,0.03,0.15,0.78
p122,u222,"(26.9124,75.7873)","['u220', 'u224']","{'crystal_growing': 0.9, 'chemistry': 0.8}","{'video': 0.8, 'image': 0.7}","{'u220': 0.8, 'u224': 0.7}","{'crystal_growing': 0.9, 'chemistry': 0.8}","""Growing copper sulfate crystals at home""",5/25/2025 17:20,126.0,28.0,20.0,41.5,"['crystal', 'chemistry', 'copper']",video,340.0,"(26.9124,75.7873)",0.8,0.04,0.16,0.75
p123,u223,"(19.2183,84.4514)","['u221', 'u225']","{'puppet_theater': 0.8, 'performance': 0.9}","{'video': 0.9, 'image': 0.6}","{'u221': 0.8, 'u225': 0.7}","{'performance': 0.9, 'puppet_theater': 0.8}","""Shadow puppet Ramayana performance""",5/24/2025 20:30,194.0,46.0,35.0,28.6,"['puppet', 'shadow', 'ramayana']",video,320.0,"(19.2183,84.4514)",0.89,0.02,0.09,0.86
p124,u224,"(14.2426,79.1288)","['u222', 'u226']","{'herb_drying': 0.8, 'natural_medicine': 0.9}","{'image': 0.7, 'video': 0.8}","{'u222': 0.9, 'u226': 0.6}","{'natural_medicine': 0.9, 'herb_drying': 0.8}","""Traditional herb preservation techniques""",5/23/2025 9:10,108.0,24.0,17.0,44.3,"['herbs', 'drying', 'traditional']",image,330.0,"(14.2426,79.1288)",0.78,0.04,0.18,0.73
p125,u225,"(25.5941,85.0986)","['u223', 'u227']","{'kite_flying': 0.9, 'festivals': 0.8}","{'video': 0.8, 'image': 0.8}","{'u223': 0.7, 'u225': 0.8}","{'kite_flying': 0.9, 'festivals': 0.8}","""Traditional patang festival celebration""",5/22/2025 16:45,209.0,48.0,36.0,23.7,"['kite', 'patang', 'festival']",video,290.0,"(25.5941,85.0986)",0.93,0.01,0.06,0.91
p096,u196,"(22.5726,88.3639)","['u194', 'u198']","{'calligraphy': 0.9, 'lettering': 0.8}","{'image': 0.9, 'video': 0.7}","{'u194': 0.8, 'u198': 0.7}","{'calligraphy': 0.9, 'lettering': 0.8}","""Bengali calligraphy wedding invitations""",5/23/2025 10:15,147.0,32.0,24.0,35.2,"['calligraphy', 'bengali', 'wedding']",image,240.0,"(22.5726,88.3639)",0.89,0.02,0.09,0.86
p097,u197,"(18.9388,72.8354)","['u195', 'u199']","{'soap_making': 0.8, 'organic': 0.9}","{'video': 0.8, 'image': 0.8}","{'u195': 0.9, 'u199': 0.6}","{'organic': 0.8, 'soap_making': 0.9}","""Cold process lavender goat milk soap""",5/25/2025 11:20,118.0,25.0,17.0,33.7,"['soap', 'lavender', 'organic']",video,310.0,"(18.9388,72.8354)",0.84,0.02,0.14,0.81
p098,u198,"(27.1767,78.0081)","['u196', 'u200']","{'origami': 0.9, 'paper_art': 0.8}","{'video': 0.8, 'image': 0.9}","{'u196': 0.7, 'u200': 0.8}","{'origami': 0.9, 'paper_art': 0.8}","""Complex dragon origami time-lapse""",5/24/2025 16:40,231.0,48.0,36.0,28.4,"['origami', 'dragon', 'paper']",video,190.0,"(27.1767,78.0081)",0.91,0.01,0.08,0.9
p099,u199,"(13.6288,79.4192)","['u197', 'u201']","{'aquaponics': 0.8, 'sustainable': 0.9}","{'image': 0.7, 'video': 0.8}","{'u197': 0.8, 'u201': 0.7}","{'sustainable': 0.9, 'aquaponics': 0.8}","""Fish and vegetable symbiotic system""",5/23/2025 8:30,93.0,21.0,14.0,41.6,"['aquaponics', 'fish', 'vegetables']",video,380.0,"(13.6288,79.4192)",0.76,0.04,0.2,0.71
p100,u200,"(25.5941,85.0985)","['u198', 'u202']","{'woodturning': 0.9, 'carpentry': 0.8}","{'video': 0.9, 'image': 0.7}","{'u198': 0.8, 'u202': 0.7}","{'woodturning': 0.9, 'carpentry': 0.7}","""Handcrafted wooden bowl on the lathe""",5/22/2025 14:25,164.0,35.0,28.0,36.9,"['woodturning', 'bowl', 'lathe']",video,350.0,"(25.5941,85.0985)",0.87,0.02,0.11,0.84
p101,u201,"(16.3067,80.4365)","['u199', 'u203']","{'cheese_making': 0.8, 'dairy': 0.9}","{'video': 0.7, 'image': 0.8}","{'u199': 0.9, 'u203': 0.6}","{'dairy': 0.8, 'cheese_making': 0.9}","""Homemade mozzarella from buffalo milk""",5/25/2025 9:45,126.0,29.0,21.0,39.1,"['cheese', 'mozzarella', 'buffalo']",video,320.0,"(16.3067,80.4365)",0.83,0.03,0.14,0.79
p102,u202,"(28.7041,77.1025)","['u200', 'u204']","{'shadow_puppetry': 0.9, 'theater': 0.8}","{'video': 0.8, 'image': 0.7}","{'u200': 0.7, 'u204': 0.8}","{'theater': 0.8, 'shadow_puppetry': 0.9}","""Traditional shadow puppet Ramayana scene""",5/24/2025 20:15,189.0,43.0,31.0,31.8,"['puppet', 'shadow', 'ramayana']",video,280.0,"(28.7041,77.1025)",0.88,0.02,0.1,0.85
p103,u203,"(12.0266,79.8578)","['u201', 'u205']","{'herb_gardening': 0.8, 'medicinal': 0.9}","{'image': 0.8, 'video': 0.7}","{'u201': 0.8, 'u205': 0.7}","{'medicinal': 0.9, 'herb_gardening': 0.8}","""Ayurvedic herb garden tour and benefits""",5/23/2025 7:50,104.0,26.0,18.0,43.5,"['herbs', 'ayurveda', 'medicinal']",image,360.0,"(12.0266,79.8578)",0.8,0.03,0.17,0.76
p104,u204,"(24.8795,67.0011)","['u202', 'u206']","{'kite_flying': 0.9, 'festivals': 0.8}","{'video': 0.8, 'image': 0.8}","{'u202': 0.9, 'u206': 0.6}","{'kite_flying': 0.9, 'festivals': 0.8}","""International kite festival competition""",5/22/2025 15:30,276.0,58.0,44.0,26.7,"['kite', 'festival', 'competition']",video,220.0,"(24.8795,67.0011)",0.92,0.01,0.07,0.91
p105,u205,"(19.2183,72.9781)","['u203', 'u207']","{'candle_making': 0.8, 'aromatherapy': 0.9}","{'video': 0.7, 'image': 0.8}","{'u203': 0.7, 'u207': 0.8}","{'aromatherapy': 0.9, 'candle_making': 0.8}","""Soy wax candles with essential oils""",5/25/2025 13:10,132.0,28.0,22.0,34.6,"['candle', 'soy', 'aromatherapy']",video,290.0,"(19.2183,72.9781)",0.85,0.02,0.13,0.82
p106,u206,"(23.2599,77.4126)","['u204', 'u208']","{'marble_sculpting': 0.9, 'sculpture': 0.8}","{'video': 0.8, 'image': 0.8}","{'u204': 0.8, 'u208': 0.7}","{'sculpture': 0.8, 'marble_sculpting': 0.9}","""Carving Ganesha from Makrana marble""",5/24/2025 12:20,203.0,47.0,35.0,38.2,"['marble', 'ganesha', 'carving']",video,410.0,"(23.2599,77.4126)",0.86,0.02,0.12,0.83
p107,u207,"(14.5203,75.7224)","['u205', 'u209']","{'incense_making': 0.8, 'spirituality': 0.9}","{'image': 0.7, 'video': 0.8}","{'u205': 0.8, 'u209': 0.7}","{'spirituality': 0.8, 'incense_making': 0.9}","""Traditional masala incense sticks craft""",5/23/2025 18:45,87.0,19.0,12.0,40.3,"['incense', 'masala', 'traditional']",video,370.0,"(14.5203,75.7224)",0.81,0.03,0.16,0.77
p108,u208,"(20.9374,77.7523)","['u206', 'u210']","{'pottery_glazing': 0.9, 'ceramics': 0.8}","{'video': 0.8, 'image': 0.8}","{'u206': 0.7, 'u210': 0.8}","{'ceramics': 0.8, 'pottery_glazing': 0.9}","""Raku firing technique demonstration""",5/22/2025 11:15,145.0,33.0,26.0,42.7,"['pottery', 'raku', 'glazing']",video,440.0,"(20.9374,77.7523)",0.82,0.03,0.15,0.78
p109,u209,"(17.4065,78.4772)","['u207', 'u211']","{'embroidery': 0.8, 'textile': 0.9}","{'image': 0.9, 'video': 0.6}","{'u207': 0.9, 'u211': 0.6}","{'textile': 0.9, 'embroidery': 0.8}","""Kashmiri crewel work shawl progress""",5/25/2025 16:35,117.0,24.0,19.0,37.8,"['embroidery', 'kashmiri', 'crewel']",image,250.0,"(17.4065,78.4772)",0.88,0.02,0.1,0.85
p110,u210,"(26.4499,80.3319)","['u208', 'u212']","{'terrarium_making': 0.8, 'plants': 0.9}","{'image': 0.8, 'video': 0.7}","{'u208': 0.8, 'u212': 0.7}","{'plants': 0.9, 'terrarium_making': 0.8}","""Closed ecosystem moss terrarium build""",5/24/2025 10:50,156.0,31.0,24.0,35.4,"['terrarium', 'moss', 'ecosystem']",image,270.0,"(26.4499,80.3319)",0.84,0.02,0.14,0.81
p111,u211,"(15.9129,79.7400)","['u209', 'u213']","{'bamboo_crafts': 0.9, 'sustainable': 0.8}","{'video': 0.7, 'image': 0.8}","{'u209': 0.7, 'u213': 0.8}","{'sustainable': 0.8, 'bamboo_crafts': 0.9}","""Bamboo wind chimes construction guide""",5/23/2025 14:40,98.0,22.0,15.0,39.7,"['bamboo', 'windchimes', 'sustainable']",video,340.0,"(15.9129,79.7400)",0.79,0.04,0.17,0.74
p112,u212,"(22.7196,75.8577)","['u210', 'u214']","{'crystal_growing': 0.8, 'chemistry': 0.9}","{'video': 0.8, 'image': 0.7}","{'u210': 0.8, 'u214': 0.7}","{'chemistry': 0.8, 'crystal_growing': 0.9}","""Growing salt crystals time-lapse project""",5/22/2025 9:25,174.0,38.0,29.0,33.9,"['crystal', 'salt', 'chemistry']",video,300.0,"(22.7196,75.8577)",0.77,0.05,0.18,0.71
p113,u213,"(11.9416,79.8083)","['u211', 'u215']","{'drum_making': 0.9, 'percussion': 0.8}","{'video': 0.8, 'image': 0.7}","{'u211': 0.8, 'u215': 0.7}","{'percussion': 0.8, 'drum_making': 0.9}","""Handcrafted tabla construction process""",5/25/2025 17:20,139.0,30.0,23.0,41.2,"['drum', 'tabla', 'percussion']",video,390.0,"(11.9416,79.8083)",0.83,0.03,0.14,0.79
p114,u214,"(28.6139,77.2090)","['u212', 'u216']","{'tea_ceremony': 0.8, 'mindfulness': 0.9}","{'video': 0.7, 'audio': 0.8}","{'u212': 0.7, 'u216': 0.8}","{'mindfulness': 0.9, 'tea_ceremony': 0.8}","""Japanese tea ceremony meditation practice""",5/24/2025 6:15,108.0,25.0,16.0,46.1,"['tea', 'ceremony', 'mindfulness']",video,480.0,"(28.6139,77.2090)",0.89,0.02,0.09,0.86
p115,u215,"(18.1124,83.3924)","['u213', 'u217']","{'shell_art': 0.8, 'coastal': 0.9}","{'image': 0.9, 'video': 0.6}","{'u213': 0.9, 'u217': 0.6}","{'coastal': 0.9, 'shell_art': 0.8}","""Seashell mosaic art coastal scene""",5/23/2025 12:05,192.0,41.0,32.0,24.3,"['shell', 'mosaic', 'coastal']",image,180.0,"(18.1124,83.3924)",0.9,0.01,0.09,0.88
p116,u216,"(25.3176,81.6296)","['u214', 'u218']","{'seed_saving': 0.8, 'heirloom': 0.9}","{'image': 0.7, 'video': 0.8}","{'u214': 0.8, 'u218': 0.7}","{'heirloom': 0.9, 'seed_saving': 0.8}","""Preserving heirloom tomato seeds properly""",5/22/2025 13:40,76.0,18.0,11.0,44.8,"['seeds', 'heirloom', 'tomato']",video,420.0,"(25.3176,81.6296)",0.75,0.05,0.2,0.69
p117,u217,"(13.0827,80.2707)","['u215', 'u219']","{'stone_carving': 0.9, 'sculpture': 0.7}","{'video': 0.8, 'image': 0.8}","{'u215': 0.7, 'u219': 0.8}","{'sculpture': 0.7, 'stone_carving': 0.9}","""Granite temple pillar carving technique""",5/25/2025 14:55,167.0,36.0,28.0,40.6,"['stone', 'granite', 'temple']",video,450.0,"(13.0827,80.2707)",0.81,0.03,0.16,0.77
p118,u218,"(21.1702,79.0307)","['u216', 'u220']","{'natural_dyeing': 0.8, 'textiles': 0.9}","{'video': 0.7, 'image': 0.8}","{'u216': 0.8, 'u220': 0.7}","{'textiles': 0.8, 'natural_dyeing': 0.9}","""Indigo vat dyeing cotton fabric""",5/24/2025 15:30,121.0,27.0,20.0,38.5,"['dyeing', 'indigo', 'cotton']",video,330.0,"(21.1702,79.0307)",0.78,0.04,0.18,0.73
p119,u219,"(17.6921,83.2042)","['u217', 'u221']","{'spice_blending': 0.9, 'culinary': 0.8}","{'video': 0.8, 'image': 0.7}","{'u217': 0.8, 'u221': 0.7}","{'culinary': 0.8, 'spice_blending': 0.9}","""Garam masala blend from whole spices""",5/23/2025 11:25,143.0,33.0,25.0,32.1,"['spice', 'garam', 'masala']",video,280.0,"(17.6921,83.2042)",0.86,0.02,0.12,0.83
p120,u220,"(26.9124,75.7873)","['u218', 'u222']","{'mask_making': 0.8, 'theater': 0.9}","{'image': 0.8, 'video': 0.8}","{'u218': 0.7, 'u222': 0.8}","{'theater': 0.9, 'mask_making': 0.8}","""Traditional Kathakali mask painting""",5/22/2025 16:10,185.0,42.0,31.0,35.7,"['mask', 'kathakali', 'theater']",image,260.0,"(26.9124,75.7873)",0.87,0.02,0.11,0.84
p121,u221,"(12.3457,76.6121)","['u219', 'u223']","{'miniature_painting': 0.9, 'art': 0.8}","{'image': 0.9, 'video': 0.6}","{'u219': 0.9, 'u223': 0.6}","{'art': 0.8, 'miniature_painting': 0.9}","""Mughal miniature elephant procession""",5/25/2025 10:40,214.0,49.0,37.0,42.3,"['miniature', 'mughal', 'elephant']",image,200.0,"(12.3457,76.6121)",0.91,0.01,0.08,0.89
p122,u222,"(24.5937,73.7068)","['u220', 'u224']","{'bell_making': 0.8, 'metallurgy': 0.9}","{'video': 0.8, 'audio': 0.7}","{'u220': 0.8, 'u224': 0.7}","{'metallurgy': 0.8, 'bell_making': 0.9}","""Bronze temple bell casting process""",5/24/2025 9:20,128.0,29.0,21.0,39.4,"['bell', 'bronze', 'temple']",video,380.0,"(24.5937,73.7068)",0.82,0.03,0.15,0.78
p123,u223,"(16.5062,80.6480)","['u221', 'u225']","{'palm_leaf_art': 0.9, 'traditional': 0.8}","{'image': 0.8, 'video': 0.7}","{'u221': 0.8, 'u225': 0.7}","{'traditional': 0.8, 'palm_leaf_art': 0.9}","""Etching manuscripts on palm leaves""",5/23/2025 8:15,96.0,21.0,14.0,43.9,"['palm', 'leaf', 'manuscript']",image,320.0,"(16.5062,80.6480)",0.8,0.03,0.17,0.76
p124,u224,"(29.3817,79.4663)","['u222', 'u226']","{'wool_spinning': 0.8, 'fiber_arts': 0.9}","{'video': 0.7, 'image': 0.8}","{'u222': 0.7, 'u226': 0.8}","{'fiber_arts': 0.9, 'wool_spinning': 0.8}","""Traditional spinning wheel yarn making""",5/22/2025 12:35,84.0,19.0,13.0,41.1,"['wool', 'spinning', 'traditional']",video,360.0,"(29.3817,79.4663)",0.77,0.04,0.19,0.72
p125,u225,"(14.9101,78.0428)","['u223', 'u227']","{'pressed_flowers': 0.8, 'botanical': 0.9}","{'image': 0.9, 'video': 0.6}","{'u223': 0.9, 'u227': 0.6}","{'botanical': 0.9, 'pressed_flowers': 0.8}","""Botanical art with pressed wildflowers""",5/25/2025 12:20,161.0,34.0,26.0,28.7,"['pressed', 'flowers', 'botanical']",image,210.0,"(14.9101,78.0428)",0.88,0.02,0.1,0.85
p096,u196,"(18.9220,72.8347)","['u194', 'u198']","{'soap_making': 0.9, 'aromatherapy': 0.8}","{'image': 0.8, 'video': 0.7}","{'u194': 0.8, 'u198': 0.9}","{'soap_making': 0.9, 'aromatherapy': 0.8}","""Lavender honey cold process soap bars""",5/25/2025 10:45,147.0,32.0,24.0,30.5,"['soap', 'lavender', 'handmade']",image,240.0,"(18.9220,72.8347)",0.86,0.02,0.12,0.83
p097,u197,"(13.6288,79.4192)","['u195', 'u199']","{'origami': 0.8, 'paper_art': 0.9}","{'video': 0.9, 'image': 0.8}","{'u195': 0.9, 'u199': 0.7}","{'paper_art': 0.9, 'origami': 0.8}","""Complex dragon origami folding sequence""",5/24/2025 16:20,192.0,48.0,36.0,26.8,"['origami', 'dragon', 'paper']",video,210.0,"(13.6288,79.4192)",0.88,0.02,0.1,0.86
